x-Amplitude,x-Frequency,y-Amplitude,y-Frequency,z-Amplitude,z-Frequency,Growth-rate,Estimated-Failure-Time
0.2757548650522779,0.28879058156387305,0.06821463772534454,0.28879058156387305,0.08163362052487934,0.28879058156387305,0.02,1683.6625525581376
0.48018560744778677,0.28879058156387305,0.2583384168101988,0.28879058156387305,0.3139374077742249,0.28879058156387305,0.01,587.8735871679482
0.5848196987106368,0.28879058156387305,0.4119660490865722,0.28879058156387305,0.30125299401001815,0.28879058156387305,0.05,80.91190020338405
0.2819685429263342,0.28879058156387305,0.022416957866757924,0.28879058156387305,0.037584997006784505,0.28879058156387305,0.01,9570.162577067085
0.2833150500767652,0.28879058156387305,0.02156441513234245,0.28879058156387305,0.04086624034579153,0.28879058156387305,0.02,4758.9938092218035
0.2812199537728431,0.28879058156387305,0.014556922751735684,0.28879058156387305,0.034537909606691605,0.28879058156387305,0.01,13270.93414326352
0.28084409055559634,0.28879058156387305,0.01703506970927915,0.28879058156387305,0.03517255748449351,0.28879058156387305,0.02,5899.358100616162
0.28563467856687147,0.28879058156387305,0.08878488159591136,0.28879058156387305,0.06001599786723537,0.28879058156387305,0.02,1754.7781989788987
0.2729115930113633,0.28879058156387305,0.026240792670954128,0.28879058156387305,0.04204502348673384,0.28879058156387305,0.01,8264.968552304792
0.28123518129849967,0.28879058156387305,0.01919524941228949,0.28879058156387305,0.03598232899632818,0.28879058156387305,0.01,10784.269995394561
0.27883846219630465,0.28879058156387305,0.01983318431316565,0.28879058156387305,0.035877792574237344,0.28879058156387305,0.05,2112.202368466927
0.2796427292099689,0.28879058156387305,0.03990103758049407,0.28879058156387305,0.06939665698000157,0.28879058156387305,0.01,5126.068932768217
0.28359518472639833,0.28879058156387305,0.05595921371856471,0.28879058156387305,0.05783210181205591,0.28879058156387305,0.02,2261.3114860437254
0.28161567570005763,0.28879058156387305,0.013911204117544965,0.28879058156387305,0.03489201627879936,0.28879058156387305,0.01,13676.209668755657
0.2830665448264772,0.28879058156387305,0.02092458840694364,0.28879058156387305,0.03474374763896376,0.28879058156387305,0.05,2064.0390234863517
0.283850611413821,0.28879058156387305,0.021244594606628767,0.28879058156387305,0.0367628508143751,0.28879058156387305,0.02,4999.0518663421635
